category	subcategory	title
Category:Subfields of physics	Category:Modern physics	Ensemble interpretation
Category:Subfields of physics	Category:Modern physics	Entanglement distillation
Category:Subfields of physics	Category:Modern physics	EP quantum mechanics
Category:Subfields of physics	Category:Modern physics	Ermakov–Lewis invariant
Category:Subfields of physics	Category:Modern physics	Evanescent field
Category:Subfields of physics	Category:Modern physics	Exact diagonalization
Category:Subfields of physics	Category:Modern physics	Excited state
Category:Subfields of physics	Category:Modern physics	Expectation value (quantum mechanics)
Category:Subfields of physics	Category:Modern physics	Faddeev equations
Category:Subfields of physics	Category:Modern physics	Fano resonance
Category:Subfields of physics	Category:Modern physics	Father of quantum mechanics
Category:Subfields of physics	Category:Modern physics	Fermi heap and Fermi hole
Category:Subfields of physics	Category:Modern physics	Few-body systems
Category:Subfields of physics	Category:Modern physics	Field electron emission
Category:Subfields of physics	Category:Modern physics	Finite potential well
Category:Subfields of physics	Category:Modern physics	First quantization
Category:Subfields of physics	Category:Modern physics	Fixed orbit
Category:Subfields of physics	Category:Modern physics	Fock space
Category:Subfields of physics	Category:Modern physics	Fock state
Category:Subfields of physics	Category:Modern physics	Leslie Lawrance Foldy
Category:Subfields of physics	Category:Modern physics	Förster coupling
Category:Subfields of physics	Category:Modern physics	Free carrier absorption
Category:Subfields of physics	Category:Modern physics	Free particle
Category:Subfields of physics	Category:Modern physics	Free-orbit experiment with laser interferometry X-rays
Category:Subfields of physics	Category:Modern physics	Froissart–Stora equation
Category:Subfields of physics	Category:Modern physics	Fubini–Study metric
Category:Subfields of physics	Category:Modern physics	Functional integration
Category:Subfields of physics	Category:Modern physics	Fusion of anyons
Category:Subfields of physics	Category:Modern physics	Galilean Covariance
Category:Subfields of physics	Category:Modern physics	Beta decay transition
Category:Subfields of physics	Category:Modern physics	Ganying
Category:Subfields of physics	Category:Modern physics	Gapped Hamiltonian
Category:Subfields of physics	Category:Modern physics	Gausson (physics)
Category:Subfields of physics	Category:Modern physics	Generalized probabilistic theory
Category:Subfields of physics	Category:Modern physics	Geometric measure of entanglement
Category:Subfields of physics	Category:Modern physics	Geometric phase
Category:Subfields of physics	Category:Modern physics	Ghost imaging
Category:Subfields of physics	Category:Modern physics	Good quantum number
Category:Subfields of physics	Category:Modern physics	Ground state
Category:Subfields of physics	Category:Modern physics	Gyrovector space
Category:Subfields of physics	Category:Modern physics	Hamilton's optico-mechanical analogy
Category:Subfields of physics	Category:Modern physics	Hamiltonian (quantum mechanics)
Category:Subfields of physics	Category:Modern physics	Hartman effect
Category:Subfields of physics	Category:Modern physics	Heisenberg picture
Category:Subfields of physics	Category:Modern physics	Heisenberg–Langevin equations
Category:Subfields of physics	Category:Modern physics	Heisenberg's entryway to matrix mechanics
Category:Subfields of physics	Category:Modern physics	Hellmann–Feynman theorem
Category:Subfields of physics	Category:Modern physics	Hierarchical equations of motion
Category:Subfields of physics	Category:Modern physics	Hilbert space
Category:Subfields of physics	Category:Modern physics	Holomovement
Category:Subfields of physics	Category:Modern physics	Holstein–Primakoff transformation
Category:Subfields of physics	Category:Modern physics	Hooke's atom
Category:Subfields of physics	Category:Modern physics	Hopfield dielectric
Category:Subfields of physics	Category:Modern physics	Hydrodynamic quantum analogs
Category:Subfields of physics	Category:Modern physics	Hydrogen-like atom
Category:Subfields of physics	Category:Modern physics	Imaginary time
Category:Subfields of physics	Category:Modern physics	Implicate and explicate order
Category:Subfields of physics	Category:Modern physics	Infinite divisibility
Category:Subfields of physics	Category:Modern physics	Interaction picture
Category:Subfields of physics	Category:Modern physics	Interatomic Coulombic decay
Category:Subfields of physics	Category:Modern physics	Interpretations of quantum mechanics
Category:Subfields of physics	Category:Modern physics	Intersubband polariton
Category:Subfields of physics	Category:Modern physics	Intersystem crossing
Category:Subfields of physics	Category:Modern physics	Intrinsic parity
Category:Subfields of physics	Category:Modern physics	Invariant set postulate
Category:Subfields of physics	Category:Modern physics	Inverse square potential
Category:Subfields of physics	Category:Modern physics	Ionized impurity scattering
Category:Subfields of physics	Category:Modern physics	John Stewart Bell Prize
Category:Subfields of physics	Category:Modern physics	Joos–Weinberg equation
Category:Subfields of physics	Category:Modern physics	Jost function
Category:Subfields of physics	Category:Modern physics	Kadison–Singer problem
Category:Subfields of physics	Category:Modern physics	Kapitsa–Dirac effect
Category:Subfields of physics	Category:Modern physics	Kato theorem
Category:Subfields of physics	Category:Modern physics	KCBS pentagram
Category:Subfields of physics	Category:Modern physics	Kicked rotator
Category:Subfields of physics	Category:Modern physics	Kochen–Specker theorem
Category:Subfields of physics	Category:Modern physics	Kubo formula
Category:Subfields of physics	Category:Modern physics	Ladder operator
Category:Subfields of physics	Category:Modern physics	Landau quantization
Category:Subfields of physics	Category:Modern physics	Landau–Yang theorem
Category:Subfields of physics	Category:Modern physics	Landau–Zener formula
Category:Subfields of physics	Category:Modern physics	Landauer formula
Category:Subfields of physics	Category:Modern physics	Langmuir states
Category:Subfields of physics	Category:Modern physics	Lattice scattering
Category:Subfields of physics	Category:Modern physics	Leggett inequality
Category:Subfields of physics	Category:Modern physics	Level repulsion
Category:Subfields of physics	Category:Modern physics	Light dressed state
Category:Subfields of physics	Category:Modern physics	Lindbladian
Category:Subfields of physics	Category:Modern physics	Linear canonical transformation
Category:Subfields of physics	Category:Modern physics	Linear entropy
Category:Subfields of physics	Category:Modern physics	Localization protected quantum order
Category:Subfields of physics	Category:Modern physics	Logarithmic Schrödinger equation
Category:Subfields of physics	Category:Modern physics	London moment
Category:Subfields of physics	Category:Modern physics	Macroscopic quantum phenomena
Category:Subfields of physics	Category:Modern physics	Macroscopic quantum self-trapping
Category:Subfields of physics	Category:Modern physics	Macroscopic quantum state
Category:Subfields of physics	Category:Modern physics	Madelung equations
Category:Subfields of physics	Category:Modern physics	Magnetic resonance (quantum mechanics)
Category:Subfields of physics	Category:Modern physics	Magnetic translation
Category:Subfields of physics	Category:Modern physics	Mandel Q parameter
Category:Subfields of physics	Category:Modern physics	Many body localization
Category:Subfields of physics	Category:Modern physics	Many-body problem
Category:Subfields of physics	Category:Modern physics	Many-body theory
Category:Subfields of physics	Category:Modern physics	Mathematical Foundations of Quantum Mechanics
Category:Subfields of physics	Category:Modern physics	Myron Mathisson
Category:Subfields of physics	Category:Modern physics	Matrix element (physics)
Category:Subfields of physics	Category:Modern physics	Matrix mechanics
Category:Subfields of physics	Category:Modern physics	Matrix product state
Category:Subfields of physics	Category:Modern physics	Matter wave clock
Category:Subfields of physics	Category:Modern physics	Maximal entropy random walk
Category:Subfields of physics	Category:Modern physics	Maxwell–Bloch equations
Category:Subfields of physics	Category:Modern physics	Measurement in quantum mechanics
Category:Subfields of physics	Category:Modern physics	Mesoscopic physics
Category:Subfields of physics	Category:Modern physics	Method of continued fractions
Category:Subfields of physics	Category:Modern physics	Minority interpretations of quantum mechanics
Category:Subfields of physics	Category:Modern physics	Molecular electronic transition
Category:Subfields of physics	Category:Modern physics	Momentum operator
Category:Subfields of physics	Category:Modern physics	Position and momentum space
Category:Subfields of physics	Category:Modern physics	Monte Carlo methods for electron transport
Category:Subfields of physics	Category:Modern physics	Moyal bracket
Category:Subfields of physics	Category:Modern physics	Multiple scattering theory
Category:Subfields of physics	Category:Modern physics	Multiplet
Category:Subfields of physics	Category:Modern physics	Multiverse
Category:Subfields of physics	Category:Modern physics	Quantum mysticism
Category:Subfields of physics	Category:Modern physics	N-slit interferometric equation
Category:Subfields of physics	Category:Modern physics	Nakajima–Zwanzig equation
Category:Subfields of physics	Category:Modern physics	Negative probability
Category:Subfields of physics	Category:Modern physics	Non-Hermitian quantum mechanics
Category:Subfields of physics	Category:Modern physics	Non-linear coherent states
Category:Subfields of physics	Category:Modern physics	NOON state
Category:Subfields of physics	Category:Modern physics	Normal mode
Category:Subfields of physics	Category:Modern physics	NPDGamma experiment
Category:Subfields of physics	Category:Modern physics	Nuclear structure
Category:Subfields of physics	Category:Modern physics	Observable
Category:Subfields of physics	Category:Modern physics	Observer (quantum physics)
Category:Subfields of physics	Category:Modern physics	Old quantum theory
Category:Subfields of physics	Category:Modern physics	One-electron universe
Category:Subfields of physics	Category:Modern physics	Open quantum system
Category:Subfields of physics	Category:Modern physics	Optically detected magnetic resonance
Category:Subfields of physics	Category:Modern physics	Orbital magnetization
Category:Subfields of physics	Category:Modern physics	Oscillator representation
Category:Subfields of physics	Category:Modern physics	P-adic quantum mechanics
Category:Subfields of physics	Category:Modern physics	Parity (physics)
Category:Subfields of physics	Category:Modern physics	Partial wave analysis
Category:Subfields of physics	Category:Modern physics	Particle number operator
Category:Subfields of physics	Category:Modern physics	Path integral formulation
Category:Subfields of physics	Category:Modern physics	Pauli equation
Category:Subfields of physics	Category:Modern physics	Periodic instantons
Category:Subfields of physics	Category:Modern physics	Perturbation theory (quantum mechanics)
Category:Subfields of physics	Category:Modern physics	Phase factor
Category:Subfields of physics	Category:Modern physics	Phase-space formulation
Category:Subfields of physics	Category:Modern physics	Photoelectric effect
Category:Subfields of physics	Category:Modern physics	Photon polarization
Category:Subfields of physics	Category:Modern physics	The Physical Principles of the Quantum Theory
Category:Subfields of physics	Category:Modern physics	Physical Review A
Category:Subfields of physics	Category:Modern physics	Physics and Beyond
Category:Subfields of physics	Category:Modern physics	Lev Pitaevskii
Category:Subfields of physics	Category:Modern physics	Pointer state
Category:Subfields of physics	Category:Modern physics	Polynomial Wigner–Ville distribution
Category:Subfields of physics	Category:Modern physics	Poole–Frenkel effect
Category:Subfields of physics	Category:Modern physics	Pöschl–Teller potential
Category:Subfields of physics	Category:Modern physics	Position operator
Category:Subfields of physics	Category:Modern physics	Potential energy surface
Category:Subfields of physics	Category:Modern physics	Potential well
Category:Subfields of physics	Category:Modern physics	Principle of locality
Category:Subfields of physics	Category:Modern physics	Principles of Quantum Mechanics
Category:Subfields of physics	Category:Modern physics	The Principles of Quantum Mechanics
Category:Subfields of physics	Category:Modern physics	Probability amplitude
Category:Subfields of physics	Category:Modern physics	Probability current
Category:Subfields of physics	Category:Modern physics	Product numerical range
Category:Subfields of physics	Category:Modern physics	Product state
Category:Subfields of physics	Category:Modern physics	Propagator
Category:Subfields of physics	Category:Modern physics	Proton tunneling
Category:Subfields of physics	Category:Modern physics	Pulsed electron paramagnetic resonance
Category:Subfields of physics	Category:Modern physics	Purity (quantum mechanics)
Category:Subfields of physics	Category:Modern physics	Quantization (physics)
Category:Subfields of physics	Category:Modern physics	Quantum
Category:Subfields of physics	Category:Modern physics	Quantum 1/f noise
Category:Subfields of physics	Category:Modern physics	Quantum Aspects of Life
Category:Subfields of physics	Category:Modern physics	Quantum audio
Category:Subfields of physics	Category:Modern physics	Quantum biology
Category:Subfields of physics	Category:Modern physics	Quantum Byzantine agreement
Category:Subfields of physics	Category:Modern physics	Quantum capacitance
Category:Subfields of physics	Category:Modern physics	Quantum carpet
Category:Subfields of physics	Category:Modern physics	Quantum chaos
Category:Subfields of physics	Category:Modern physics	Quantum clock
Category:Subfields of physics	Category:Modern physics	Quantum cloning
Category:Subfields of physics	Category:Modern physics	Quantum contextuality
Category:Subfields of physics	Category:Modern physics	Quantum coupling
Category:Subfields of physics	Category:Modern physics	Quantum Cramér–Rao bound
Category:Subfields of physics	Category:Modern physics	Quantum critical point
Category:Subfields of physics	Category:Modern physics	Quantum crystallography
Category:Subfields of physics	Category:Modern physics	Quantum cylindrical quadrupole
Category:Subfields of physics	Category:Modern physics	Quantum dissipation
Category:Subfields of physics	Category:Modern physics	Quantum dynamics
Category:Subfields of physics	Category:Modern physics	Quantum economics
Category:Subfields of physics	Category:Modern physics	Quantum entanglement
Category:Subfields of physics	Category:Modern physics	Quantum ergodicity
Category:Subfields of physics	Category:Modern physics	Quantum fiction
Category:Subfields of physics	Category:Modern physics	Quantum field theory
Category:Subfields of physics	Category:Modern physics	Quantum finance
Category:Subfields of physics	Category:Modern physics	Quantum Fisher information
Category:Subfields of physics	Category:Modern physics	Quantum fluctuation
Category:Subfields of physics	Category:Modern physics	Quantum fluid
Category:Subfields of physics	Category:Modern physics	Quantum foundations
Category:Subfields of physics	Category:Modern physics	Quantum game theory
Category:Subfields of physics	Category:Modern physics	Quantum geometry
Category:Subfields of physics	Category:Modern physics	Quantum graph
Category:Subfields of physics	Category:Modern physics	Quantum gyroscope
Category:Subfields of physics	Category:Modern physics	Quantum harmonic oscillator
Category:Subfields of physics	Category:Modern physics	Quantum heat engines and refrigerators
Category:Subfields of physics	Category:Modern physics	Quantum history
Category:Subfields of physics	Category:Modern physics	Quantum hydrodynamics
Category:Subfields of physics	Category:Modern physics	Quantum imaging
Category:Subfields of physics	Category:Modern physics	Quantum indeterminacy
Category:Subfields of physics	Category:Modern physics	Quantum instrument
Category:Subfields of physics	Category:Modern physics	Quantum inverse scattering method
Category:Subfields of physics	Category:Modern physics	Quantum jump
Category:Subfields of physics	Category:Modern physics	Quantum jump method
Category:Subfields of physics	Category:Modern physics	Quantum knots
Category:Subfields of physics	Category:Modern physics	Quantum limit
Category:Subfields of physics	Category:Modern physics	Quantum lithography
Category:Subfields of physics	Category:Modern physics	Quantum logic
Category:Subfields of physics	Category:Modern physics	Quantum machine
Category:Subfields of physics	Category:Modern physics	Quantum materials
Category:Subfields of physics	Category:Modern physics	Quantum mechanical scattering of photon and nucleus
Category:Subfields of physics	Category:Modern physics	Quantum mechanics of time travel
Category:Subfields of physics	Category:Modern physics	Quantum metamaterial
Category:Subfields of physics	Category:Modern physics	Quantum metrology
Category:Subfields of physics	Category:Modern physics	Quantum microscopy
Category:Subfields of physics	Category:Modern physics	Quantum money
Category:Subfields of physics	Category:Modern physics	Quantum nanoscience
Category:Subfields of physics	Category:Modern physics	Quantum network
Category:Subfields of physics	Category:Modern physics	Quantum neural network
Category:Subfields of physics	Category:Modern physics	Quantum noise
Category:Subfields of physics	Category:Modern physics	Quantum non-equilibrium
Category:Subfields of physics	Category:Modern physics	Quantum number
Category:Subfields of physics	Category:Modern physics	Quantum operation
Category:Subfields of physics	Category:Modern physics	Quantum pendulum
Category:Subfields of physics	Category:Modern physics	Quantum phases
Category:Subfields of physics	Category:Modern physics	Quantum point contact
Category:Subfields of physics	Category:Modern physics	Quantum potential
Category:Subfields of physics	Category:Modern physics	Quantum probability
Category:Subfields of physics	Category:Modern physics	Quantum process
Category:Subfields of physics	Category:Modern physics	Quantum pseudo-telepathy
Category:Subfields of physics	Category:Modern physics	Quantum reference frame
Category:Subfields of physics	Category:Modern physics	Quantum reflection
Category:Subfields of physics	Category:Modern physics	Quantum revival
Category:Subfields of physics	Category:Modern physics	Quantum scar
Category:Subfields of physics	Category:Modern physics	Quantum sensor
Category:Subfields of physics	Category:Modern physics	Quantum simulator
Category:Subfields of physics	Category:Modern physics	Quantum social science
Category:Subfields of physics	Category:Modern physics	Quantum speed limit
Category:Subfields of physics	Category:Modern physics	Quantum spin tunneling
Category:Subfields of physics	Category:Modern physics	Quantum state
Category:Subfields of physics	Category:Modern physics	Quantum statistical mechanics
Category:Subfields of physics	Category:Modern physics	Quantum stirring, ratchets, and pumping
Category:Subfields of physics	Category:Modern physics	Quantum stochastic calculus
Category:Subfields of physics	Category:Modern physics	Quantum superposition
Category:Subfields of physics	Category:Modern physics	Quantum t-design
Category:Subfields of physics	Category:Modern physics	Quantum technology
Category:Subfields of physics	Category:Modern physics	Quantum thermodynamics
Category:Subfields of physics	Category:Modern physics	Quantum tic-tac-toe
Category:Subfields of physics	Category:Modern physics	Quantum tomography
Category:Subfields of physics	Category:Modern physics	Quantum topology
Category:Subfields of physics	Category:Modern physics	Quantum tunnelling
Category:Subfields of physics	Category:Modern physics	Quantum vacuum thruster
Category:Subfields of physics	Category:Modern physics	Quantum vortex
Category:Subfields of physics	Category:Modern physics	Quantum well
Category:Subfields of physics	Category:Modern physics	Quantum-confined Stark effect
Category:Subfields of physics	Category:Modern physics	Quasi-set theory
Category:Subfields of physics	Category:Modern physics	Racah seniority number
Category:Subfields of physics	Category:Modern physics	Rectangular potential barrier
Category:Subfields of physics	Category:Modern physics	Redfield equation
Category:Subfields of physics	Category:Modern physics	Relation between Schrödinger's equation and the path integral formulation of quantum mechanics
Category:Subfields of physics	Category:Modern physics	Relativistic dynamics
Category:Subfields of physics	Category:Modern physics	Relativistic electron beam
Category:Subfields of physics	Category:Modern physics	Relativistic particle
Category:Subfields of physics	Category:Modern physics	Relativistic quantum mechanics
Category:Subfields of physics	Category:Modern physics	Relativistic wave equations
Category:Subfields of physics	Category:Modern physics	Representation theory of the Galilean group
Category:Subfields of physics	Category:Modern physics	Representation theory of the Lorentz group
Category:Subfields of physics	Category:Modern physics	Resonances in scattering from potentials
Category:Subfields of physics	Category:Modern physics	Retrocausality
Category:Subfields of physics	Category:Modern physics	Rotation operator (quantum mechanics)
Category:Subfields of physics	Category:Modern physics	Laura Ruetsche
Category:Subfields of physics	Category:Modern physics	Sakurai's Bell inequality
Category:Subfields of physics	Category:Modern physics	Scattering length
Category:Subfields of physics	Category:Modern physics	Scattering theory
Category:Subfields of physics	Category:Modern physics	Schrieffer–Wolff transformation
Category:Subfields of physics	Category:Modern physics	Schrödinger group
Category:Subfields of physics	Category:Modern physics	Schrödinger picture
Category:Subfields of physics	Category:Modern physics	Schrödinger–Newton equation
Category:Subfields of physics	Category:Modern physics	Scissors Modes
Category:Subfields of physics	Category:Modern physics	Second sound
Category:Subfields of physics	Category:Modern physics	Selection rule
Category:Subfields of physics	Category:Modern physics	Semicircular potential well
Category:Subfields of physics	Category:Modern physics	Semiclassical physics
Category:Subfields of physics	Category:Modern physics	Semiconductor Bloch equations
Category:Subfields of physics	Category:Modern physics	Semilinear response
Category:Subfields of physics	Category:Modern physics	Separable state
Category:Subfields of physics	Category:Modern physics	Shortcuts to adiabaticity
Category:Subfields of physics	Category:Modern physics	SIC-POVM
Category:Subfields of physics	Category:Modern physics	Singlet fission
Category:Subfields of physics	Category:Modern physics	Singlet state
Category:Subfields of physics	Category:Modern physics	Slater determinant
Category:Subfields of physics	Category:Modern physics	Sommerfeld–Kossel displacement law
Category:Subfields of physics	Category:Modern physics	Spectral gap (physics)
Category:Subfields of physics	Category:Modern physics	Spherical basis
Category:Subfields of physics	Category:Modern physics	Spherium
Category:Subfields of physics	Category:Modern physics	Spin echo
Category:Subfields of physics	Category:Modern physics	Spin model
Category:Subfields of physics	Category:Modern physics	Spin stiffness
Category:Subfields of physics	Category:Modern physics	Spin tensor
Category:Subfields of physics	Category:Modern physics	Spin-½
Category:Subfields of physics	Category:Modern physics	Spin-exchange interaction
Category:Subfields of physics	Category:Modern physics	Spin–statistics theorem
Category:Subfields of physics	Category:Modern physics	Spinor
Category:Subfields of physics	Category:Modern physics	Stationary state
Category:Subfields of physics	Category:Modern physics	Solution of Schrödinger equation for a step potential
Category:Subfields of physics	Category:Modern physics	Stereoelectronics
Category:Subfields of physics	Category:Modern physics	Stimulated Raman adiabatic passage
Category:Subfields of physics	Category:Modern physics	Stokes operators
Category:Subfields of physics	Category:Modern physics	Strong subadditivity of quantum entropy
Category:Subfields of physics	Category:Modern physics	Stronger uncertainty relations
Category:Subfields of physics	Category:Modern physics	Strongly correlated material
Category:Subfields of physics	Category:Modern physics	Subatomic particle
Category:Subfields of physics	Category:Modern physics	Sum rule in quantum mechanics
Category:Subfields of physics	Category:Modern physics	Superdeterminism
Category:Subfields of physics	Category:Modern physics	Superradiant phase transition
Category:Subfields of physics	Category:Modern physics	Superselection
Category:Subfields of physics	Category:Modern physics	Supersymmetric quantum mechanics
Category:Subfields of physics	Category:Modern physics	Surface hopping
Category:Subfields of physics	Category:Modern physics	Susskind–Glogower operator
Category:Subfields of physics	Category:Modern physics	Swap test
Category:Subfields of physics	Category:Modern physics	Symmetric logarithmic derivative
Category:Subfields of physics	Category:Modern physics	Symmetry in quantum mechanics
Category:Subfields of physics	Category:Modern physics	T-J model
Category:Subfields of physics	Category:Modern physics	T-symmetry
Category:Subfields of physics	Category:Modern physics	Tensor operator
Category:Subfields of physics	Category:Modern physics	Theoretical and experimental justification for the Schrödinger equation
Category:Subfields of physics	Category:Modern physics	Thermal conductance quantum
Category:Subfields of physics	Category:Modern physics	Time translation symmetry
Category:Subfields of physics	Category:Modern physics	Time-dependent variational Monte Carlo
Category:Subfields of physics	Category:Modern physics	Time-evolving block decimation
Category:Subfields of physics	Category:Modern physics	Topological quantum number
Category:Subfields of physics	Category:Modern physics	Trace distance
Category:Subfields of physics	Category:Modern physics	Transition of state
Category:Subfields of physics	Category:Modern physics	Translation operator (quantum mechanics)
Category:Subfields of physics	Category:Modern physics	Transmission coefficient
Category:Subfields of physics	Category:Modern physics	Trigonometric Rosen–Morse potential
Category:Subfields of physics	Category:Modern physics	Triplet state
Category:Subfields of physics	Category:Modern physics	Quantum triviality
Category:Subfields of physics	Category:Modern physics	Trojan wave packet
Category:Subfields of physics	Category:Modern physics	Tsirelson's bound
Category:Subfields of physics	Category:Modern physics	Tunnel injection
Category:Subfields of physics	Category:Modern physics	Two-state vector formalism
Category:Subfields of physics	Category:Modern physics	U-bit
Category:Subfields of physics	Category:Modern physics	UK Molecular R-matrix Codes
Category:Subfields of physics	Category:Modern physics	UK National Quantum Technologies Programme
Category:Subfields of physics	Category:Modern physics	Ultracold atom
Category:Subfields of physics	Category:Modern physics	Uncertainty principle
Category:Subfields of physics	Category:Modern physics	Unitarity (physics)
Category:Subfields of physics	Category:Modern physics	Unitary transformation (quantum mechanics)
Category:Subfields of physics	Category:Modern physics	Universal conductance fluctuations
Category:Subfields of physics	Category:Modern physics	Universality and quantum systems
Category:Subfields of physics	Category:Modern physics	Valleytronics
Category:Subfields of physics	Category:Modern physics	VIP2 experiment
Category:Subfields of physics	Category:Modern physics	Virtual state
Category:Subfields of physics	Category:Modern physics	Wannier equation
Category:Subfields of physics	Category:Modern physics	Theory of relativity
Category:Subfields of physics	Category:Modern physics	Absolute rotation
Category:Subfields of physics	Category:Modern physics	Absolute space and time
Category:Subfields of physics	Category:Modern physics	Bell's spaceship paradox
Category:Subfields of physics	Category:Modern physics	Black hole
Category:Subfields of physics	Category:Modern physics	Bunch–Davies vacuum
Category:Subfields of physics	Category:Modern physics	Cauchy horizon
Category:Subfields of physics	Category:Modern physics	Causal structure
Category:Subfields of physics	Category:Modern physics	Causality conditions
Category:Subfields of physics	Category:Modern physics	Center of mass (relativistic)
Category:Subfields of physics	Category:Modern physics	Classical limit
Category:Subfields of physics	Category:Modern physics	Complex spacetime
Category:Subfields of physics	Category:Modern physics	Cooperstock's energy-localization hypothesis
Category:Subfields of physics	Category:Modern physics	Coordinate time
Category:Subfields of physics	Category:Modern physics	Correspondence principle
Category:Subfields of physics	Category:Modern physics	Cosmic catastrophe
Category:Subfields of physics	Category:Modern physics	Criticism of the theory of relativity
Category:Subfields of physics	Category:Modern physics	Effects of relativity on GPS
Category:Subfields of physics	Category:Modern physics	Ehrenfest paradox
Category:Subfields of physics	Category:Modern physics	Einstein group
Category:Subfields of physics	Category:Modern physics	Einstein synchronisation
Category:Subfields of physics	Category:Modern physics	The Einstein Theory of Relativity
Category:Subfields of physics	Category:Modern physics	Albert Einstein
Category:Subfields of physics	Category:Modern physics	Electromagnetic four-potential
Category:Subfields of physics	Category:Modern physics	Electromagnetic tensor
Category:Subfields of physics	Category:Modern physics	Embedded lens
Category:Subfields of physics	Category:Modern physics	Ergosphere
Category:Subfields of physics	Category:Modern physics	Event (relativity)
Category:Subfields of physics	Category:Modern physics	Faster-than-light
Category:Subfields of physics	Category:Modern physics	Feinberg reinterpretation principle
Category:Subfields of physics	Category:Modern physics	Four-tensor
Category:Subfields of physics	Category:Modern physics	Four-vector
Category:Subfields of physics	Category:Modern physics	Frame of reference
Category:Subfields of physics	Category:Modern physics	Gauged supergravity
Category:Subfields of physics	Category:Modern physics	Gravitational time dilation
Category:Subfields of physics	Category:Modern physics	Gravity laser
Category:Subfields of physics	Category:Modern physics	Die Grundlagen der Einsteinschen Relativitäts-Theorie
Category:Subfields of physics	Category:Modern physics	GW190814
Category:Subfields of physics	Category:Modern physics	Hyperbolic motion (relativity)
Category:Subfields of physics	Category:Modern physics	Inertial frame of reference
Category:Subfields of physics	Category:Modern physics	Innermost stable circular orbit
Category:Subfields of physics	Category:Modern physics	Invariant mass
Category:Subfields of physics	Category:Modern physics	Invariant speed
Category:Subfields of physics	Category:Modern physics	Isotropic line
Category:Subfields of physics	Category:Modern physics	Jackiw–Teitelboim gravity
Category:Subfields of physics	Category:Modern physics	Light cone
Category:Subfields of physics	Category:Modern physics	Light-cone coordinates
Category:Subfields of physics	Category:Modern physics	Liouville gravity
Category:Subfields of physics	Category:Modern physics	Lorentz scalar
Category:Subfields of physics	Category:Modern physics	Matter wave clock
Category:Subfields of physics	Category:Modern physics	Newman–Penrose formalism
Category:Subfields of physics	Category:Modern physics	Non-relativistic spacetime
Category:Subfields of physics	Category:Modern physics	Nonsingular black hole models
Category:Subfields of physics	Category:Modern physics	Optical metric
Category:Subfields of physics	Category:Modern physics	Philosophical presentism
Category:Subfields of physics	Category:Modern physics	Poincaré group
Category:Subfields of physics	Category:Modern physics	Principle of relativity
Category:Subfields of physics	Category:Modern physics	Proper length
Category:Subfields of physics	Category:Modern physics	Proper time
Category:Subfields of physics	Category:Modern physics	Relativistic dynamics
Category:Subfields of physics	Category:Modern physics	Relativistic mechanics
Category:Subfields of physics	Category:Modern physics	Relativistic plasma
Category:Subfields of physics	Category:Modern physics	Relativistic star
Category:Subfields of physics	Category:Modern physics	Relativistic system (mathematics)
Category:Subfields of physics	Category:Modern physics	Relativity priority dispute
Category:Subfields of physics	Category:Modern physics	Rindler coordinates
Category:Subfields of physics	Category:Modern physics	S190521g
Category:Subfields of physics	Category:Modern physics	Sagnac effect
Category:Subfields of physics	Category:Modern physics	Spacetime
Category:Subfields of physics	Category:Modern physics	Spacetime curvature
Category:Subfields of physics	Category:Modern physics	Supplee's paradox
Category:Subfields of physics	Category:Modern physics	Tetrad formalism
Category:Subfields of physics	Category:Modern physics	Time translation symmetry
Category:Subfields of physics	Category:Modern physics	Unruh effect
Category:Subfields of physics	Category:Modern physics	Very special relativity
Category:Subfields of physics	Category:Modern physics	Wigner rotation
Category:Subfields of physics	Category:Modern physics	World line
Category:Subfields of physics	Category:Modern physics	World tube
Category:Subfields of physics	Category:Modern physics	Wormhole
Category:Subfields of physics	Category:Nuclear physics	Cold fusion
Category:Subfields of physics	Category:Nuclear physics	Bad Science (Taubes book)
Category:Subfields of physics	Category:Nuclear physics	Bubble fusion
Category:Subfields of physics	Category:Nuclear physics	Cluster impact fusion
Category:Subfields of physics	Category:Nuclear physics	Incredible utility
Category:Subfields of physics	Category:Nuclear physics	Infinite Energy (magazine)
Category:Subfields of physics	Category:Nuclear physics	Patterson power cell
Category:Subfields of physics	Category:Nuclear physics	Julian Schwinger
Category:Subfields of physics	Category:Nuclear physics	Widom–Larsen theory
Category:Subfields of physics	Category:Nuclear physics	Exotic atom
Category:Subfields of physics	Category:Nuclear physics	Antiprotonic helium
Category:Subfields of physics	Category:Nuclear physics	Di-positronium
Category:Subfields of physics	Category:Nuclear physics	Kaonic hydrogen
Category:Subfields of physics	Category:Nuclear physics	Kaonium
Category:Subfields of physics	Category:Nuclear physics	Muonium
Category:Subfields of physics	Category:Nuclear physics	Muonium chloride
Category:Subfields of physics	Category:Nuclear physics	Pionium
Category:Subfields of physics	Category:Nuclear physics	Positronium
Category:Subfields of physics	Category:Nuclear physics	Positronium hydride
Category:Subfields of physics	Category:Nuclear physics	Protonium
Category:Subfields of physics	Category:Nuclear physics	Tauonium
Category:Subfields of physics	Category:Nuclear physics	True muonium
Category:Subfields of physics	Category:Nuclear physics	Common beta emitters
Category:Subfields of physics	Category:Nuclear physics	Commonly used gamma-emitting isotopes
Category:Subfields of physics	Category:Nuclear physics	Deuterium-depleted water
